Ticket No,Priority,State,Category,Sub Category,Skill Team,Hosting,Create Date,Picked Date,Completed Date,Assignee,Customer Rating,Outcome,Escalated,Reached via
T604,High,Illinois,Cyber Security Breach,Firewall,Legal,On Prem Cloud,12/3/2021 20:54,12/3/2021 21:08,12/3/2021 21:46,Martina,Good (4),Recommended Threat Assessment,,Ticket Portal
T605,Low,Michigan,Data Privacy,HIPAA,Manufacturing,On Prem Server,12/3/2021 23:31,12/3/2021 23:33,12/4/2021 0:41,Sylviya,Excellent (5),Resolved,,Personal Call
T606,High,Texas,Data Privacy,Privacy Assessment,HR,Vendor Cloud,12/6/2021 9:47,12/6/2021 9:49,12/13/2021 16:51,Sebastian,Satisfactory (3),Recommended Threat Assessment,,Ticket Portal
T607,High,California,Cyber Consultation,Database Security,Legal,Vendor Cloud,12/7/2021 1:51,12/7/2021 17:33,12/15/2021 20:11,Michael,Excellent (5),Resolved,,Ticket Portal
T608,Low,Washington,Data Privacy,HIPAA,Marketing,Vendor Cloud,12/7/2021 20:21,12/7/2021 20:21,2/17/2022 23:16,Aleena,Satisfactory (3),Recommended Threat Assessment,,Ticket Portal
T609,Low,Tennessee,Data Privacy,PCI-DSS,Marketing,Vendor Cloud,12/8/2021 3:23,12/8/2021 15:01,12/15/2021 21:49,Sean,Excellent (5),Resolved,,Mail
T61,Low,Ohio,Data Leak,Phishing,HR,On Prem Server,2/17/2021 9:56,2/17/2021 9:57,2/17/2021 9:58,Benny,Excellent (5),Resolved,,Ticket Portal
T610,High,Pennsylvania,Data Leak,Insider Threat,Legal,On Prem Cloud,12/8/2021 22:17,12/9/2021 10:09,12/13/2021 15:16,Bob,Excellent (5),Resolved,,Personal Call
T611,High,New York,Security Gap,Unauthorized software,Legal,On Prem Cloud,12/9/2021 17:30,12/9/2021 17:36,12/12/2021 10:44,Cinderalla,Unsatisfactory (2),Advised for a risk assessment,,Ticket Portal
T612,Low,New Jersey,Security Gap,Password non-expiry,Marketing,On Prem Server,12/9/2021 22:46,12/9/2021 22:53,1/13/2022 2:37,Martina,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T613,Low,Virginia,Data Privacy,GDPR,IT,Vendor Cloud,12/10/2021 0:14,12/10/2021 0:17,12/10/2021 18:09,Martina,Excellent (5),Advised for a risk assessment,,Personal Call
T614,High,Colorado,Data Privacy,HIPAA,Legal,Vendor Cloud,12/13/2021 16:21,12/13/2021 17:12,12/21/2021 15:11,Michael,Satisfactory (3),Advised for a risk assessment,,Personal Call
T615,High,Texas,Cyber Security Breach,Trojan Attack,Legal,Vendor Cloud,12/13/2021 16:58,12/13/2021 17:00,12/15/2021 10:58,Sebastian,Satisfactory (3),Advised for a risk assessment,,Personal Call
T616,High,Virginia,Data Privacy,GDPR,Manufacturing,On Prem Server,12/13/2021 17:06,12/13/2021 17:14,12/17/2021 19:21,Michael,Satisfactory (3),Recommended Threat Assessment,,Ticket Portal
T617,Medium,Oregon,Data Leak,Phishing,IT,On Prem Server,12/13/2021 17:14,12/13/2021 17:16,12/13/2021 21:00,Sebastian,Excellent (5),Resolved,,Ticket Portal
T618,High,Mississippi,Data Leak,Phishing,HR,On Prem Cloud,12/15/2021 15:36,12/15/2021 15:39,12/20/2021 16:42,Michael,Unsatisfactory (2),Resolved,,Ticket Portal
T619,High,New York,Cyber Consultation,BCP/DR,Finance,On Prem Server,12/15/2021 20:21,12/16/2021 9:27,12/21/2021 10:19,Charles,Excellent (5),Advised for a risk assessment,,Ticket Portal
T62,Low,Florida,Cyber Consultation,Application Offboarding,Manufacturing,On Prem Server,2/17/2021 16:26,2/17/2021 16:28,7/16/2021 9:06,Bob,Excellent (5),Advised for a risk assessment,,Ticket Portal
T620,Low,New Jersey,Cyber Consultation,Access Management,HR,On Prem Server,12/17/2021 15:30,12/17/2021 15:30,3/22/2022 9:32,Bob,Excellent (5),Resolved,,Personal Call
T621,Low,California,Data Privacy,Privacy Assessment,Manufacturing,On Prem Cloud,12/20/2021 11:42,12/20/2021 11:45,12/20/2021 12:04,Cinderalla,Unsatisfactory (2),Recommended Threat Assessment,,Personal Call
T622,Low,Kentucky,Data Leak,Vishing,HR,On Prem Server,12/20/2021 15:57,12/20/2021 15:58,2/17/2022 17:35,Aleena,Good (4),Recommended Threat Assessment,,Ticket Portal
T623,High,California,Data Privacy,PCI-DSS,Marketing,On Prem Server,12/21/2021 6:05,12/21/2021 10:51,12/21/2021 14:21,Michael,Excellent (5),Advised for a risk assessment,,Ticket Portal
T624,High,Colorado,Data Privacy,PCI-DSS,HR,On Prem Server,12/30/2021 3:56,12/30/2021 10:54,12/30/2021 17:53,Benny,Excellent (5),Advised for a risk assessment,,Mail
T625,Low,Georgia,Cyber Consultation,Access Management,IT,Vendor Cloud,12/30/2021 15:22,12/30/2021 15:26,12/30/2021 15:31,Allan,Good (4),Advised for a risk assessment,,Ticket Portal
T626,High,California,Security Gap,Obsolete Software,HR,On Prem Cloud,12/30/2021 15:50,12/30/2021 15:51,12/30/2021 15:52,Allan,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T627,High,New Jersey,Data Leak,Phishing,Finance,On Prem Server,12/30/2021 16:12,12/30/2021 16:13,1/3/2022 11:48,Allan,Unsatisfactory (2),Advised for a risk assessment,,Ticket Portal
T63,Medium,New York,Data Leak,Insider Threat,Marketing,Vendor Cloud,2/17/2021 21:07,2/17/2021 21:17,7/13/2021 18:57,Martina,Unsatisfactory (2),Resolved,Yes,Ticket Portal
T64,High,New York,Data Privacy,HIPAA,IT,On Prem Server,2/18/2021 20:29,2/18/2021 20:36,6/2/2021 10:13,Charles,Excellent (5),Recommended Threat Assessment,,Mail
T65,Low,California,Data Privacy,HIPAA,Manufacturing,Vendor Cloud,2/18/2021 20:43,2/18/2021 20:49,2/25/2021 19:11,Charles,Excellent (5),Recommended Threat Assessment,,Mail
T66,Medium,North Carolina,Data Leak,Phishing,Marketing,On Prem Server,2/19/2021 6:13,2/19/2021 6:18,2/19/2021 18:52,Benny,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T67,High,Wisconsin,Cyber Security Breach,Malware Attack,IT,On Prem Server,2/19/2021 13:58,2/19/2021 14:01,6/2/2021 10:20,Martina,Excellent (5),Resolved,,Mail
T68,High,California,Data Leak,Vishing,HR,On Prem Server,2/19/2021 18:34,2/19/2021 18:37,2/24/2021 12:17,Martina,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T69,Low,District of Columbia,Data Privacy,Privacy Assessment,IT,On Prem Server,2/20/2021 15:49,2/20/2021 15:55,2/28/2021 10:11,Cinderalla,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T70,High,New York,Data Privacy,HIPAA,HR,On Prem Server,2/20/2021 21:23,2/20/2021 21:27,2/20/2021 21:27,Martina,Excellent (5),Resolved,,Ticket Portal
T71,Low,Pennsylvania,Data Privacy,Privacy Assessment,HR,Vendor Cloud,2/25/2021 11:01,2/25/2021 11:05,31-02-2021  11:30:57,Sebastian,Excellent (5),Resolved,,Personal Call
T72,High,Virginia,Data Leak,Phishing,Finance,Vendor Cloud,2/26/2021 11:43,2/26/2021 11:44,2/26/2021 11:46,Kareema,Excellent (5),Resolved,,Personal Call
T73,High,Florida,Security Gap,Obsolete Software,Manufacturing,On Prem Cloud,2/26/2021 19:27,2/26/2021 19:30,9/22/2021 11:17,Robbin,Good (4),Recommended Threat Assessment,,Personal Call
T74,High,North Carolina,Cyber Security Breach,Malware Attack,IT,On Prem Server,2/27/2021 15:58,2/27/2021 16:15,6/8/2021 9:23,Martina,Excellent (5),Advised for a risk assessment,,Ticket Portal
T75,Low,Washington,Cyber Consultation,New Application Launch,Finance,On Prem Server,2/28/2021 15:09,2/28/2021 15:12,6/22/2021 16:21,Kareema,Good (4),Resolved,,Ticket Portal
T76,High,California,Data Privacy,GDPR,IT,Vendor Cloud,3/3/2021 12:46,3/3/2021 12:48,6/3/2021 16:35,Sean,Excellent (5),Advised for a risk assessment,,Ticket Portal
T77,High,California,Data Privacy,GDPR,IT,Vendor Cloud,3/3/2021 12:46,3/3/2021 12:48,6/3/2021 16:35,Bob,Excellent (5),Advised for a risk assessment,,Personal Call
T78,Low,Minnesota,Cyber Consultation,BCP/DR,IT,On Prem Server,3/4/2021 9:52,3/4/2021 10:12,3/17/2021 9:44,Michael,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T79,Low,Minnesota,Cyber Consultation,BCP/DR,IT,On Prem Server,3/4/2021 9:52,3/4/2021 10:12,3/17/2021 9:44,Bob,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T80,Low,New York,Security Gap,Password non-expiry,IT,On Prem Server,3/4/2021 10:55,3/4/2021 10:55,3/18/2021 11:06,Allan,Excellent (5),Advised for a risk assessment,,Personal Call
T81,High,Texas,Cyber Consultation,Application Offboarding,Marketing,On Prem Server,3/5/2021 21:27,3/5/2021 21:45,3/7/2021 20:14,Martina,Good (4),Advised for a risk assessment,,Ticket Portal
T82,High,Utah,Data Leak,Insider Threat,IT,On Prem Server,3/5/2021 21:33,4/28/2021 22:11,3/10/2021 18:30,Martina,Good (4),Recommended Threat Assessment,,Mail
T83,High,New Jersey,Data Privacy,HIPAA,Legal,Vendor Cloud,3/6/2021 19:36,7/8/2021 1:39,3/11/2021 10:17,Sean,Unsatisfactory (2),Advised for a risk assessment,Yes,Ticket Portal
T84,High,New Jersey,Data Privacy,HIPAA,Legal,Vendor Cloud,3/6/2021 19:36,7/8/2021 1:39,3/11/2021 10:17,Bob,Unsatisfactory (2),Advised for a risk assessment,Yes,Ticket Portal
T85,Low,California,Cyber Consultation,Segregation of Duties,Manufacturing,Vendor Cloud,3/6/2021 19:47,3/6/2021 20:09,3/10/2021 11:04,Sylviya,Good (4),Advised for a risk assessment,,Mail
T86,Low,Louisiana,Data Leak,Insider Threat,IT,On Prem Cloud,3/7/2021 14:38,3/7/2021 14:41,9/3/2021 17:36,Kareema,Good (4),Advised for a risk assessment,,Ticket Portal
T87,High,California,Cyber Consultation,Application Offboarding,IT,On Prem Cloud,3/7/2021 17:14,3/7/2021 18:23,3/18/2021 11:03,Allan,Good (4),Resolved,,Personal Call
T88,Low,Georgia,Data Privacy,PCI-DSS,Legal,Vendor Cloud,3/10/2021 17:10,3/10/2021 17:15,3/20/2021 10:34,Bob,Satisfactory (3),Advised for a risk assessment,,Mail
T89,Low,New York,Data Leak,Phishing,Manufacturing,Vendor Cloud,3/10/2021 17:24,3/10/2021 17:26,3/21/2021 20:07,Aleena,Unsatisfactory (2),Resolved,Yes,Mail
T90,High,California,Cyber Security Breach,Firewall,IT,On Prem Server,3/10/2021 17:24,3/10/2021 17:26,3/21/2021 20:07,Aleena,Satisfactory (3),Advised for a risk assessment,,Ticket Portal
T91,High,Virginia,Cyber Security Breach,Spyware,Finance,On Prem Server,3/11/2021 12:15,3/11/2021 12:16,3/13/2021 22:08,Charlotte,Excellent (5),Advised for a risk assessment,,Mail
T92,Low,California,Data Privacy,HIPAA,Finance,On Prem Server,3/11/2021 17:17,3/11/2021 17:18,3/13/2021 11:46,Kareema,Excellent (5),Resolved,,Ticket Portal
T93,Medium,California,Data Privacy,PCI-DSS,Legal,On Prem Server,3/11/2021 23:36,3/12/2021 1:18,3/17/2021 21:45,Sean,Excellent (5),Resolved,,Ticket Portal
T94,Medium,California,Data Privacy,PCI-DSS,Legal,On Prem Server,3/11/2021 23:36,3/12/2021 1:18,3/17/2021 21:45,Martina,Excellent (5),Resolved,,Mail
T95,High,Colorado,Data Privacy,HIPAA,HR,Vendor Cloud,3/12/2021 11:55,3/12/2021 11:58,3/17/2021 9:47,Michael,Excellent (5),Resolved,,Ticket Portal
T96,High,California,Cyber Security Breach,Firewall,IT,On Prem Server,3/12/2021 11:55,3/12/2021 11:58,3/17/2021 9:47,Benny,Excellent (5),Resolved,,Personal Call
T97,High,Colorado,Data Privacy,HIPAA,HR,Vendor Cloud,3/12/2021 11:55,3/12/2021 11:58,3/17/2021 9:47,Benny,Excellent (5),Resolved,,Mail
T98,High,Virginia,Cyber Consultation,BCP/DR,IT,On Prem Server,3/12/2021 17:45,3/12/2021 17:46,3/13/2021 11:45,Kareema,Good (4),Advised for a risk assessment,,Ticket Portal
T99,High,Utah,Data Privacy,GDPR,Finance,On Prem Server,3/13/2021 14:20,3/13/2021 14:28,3/17/2021 10:43,Benny,Excellent (5),Resolved,,Ticket Portal
